Article_Title,English,Vietnamese,Source
[Mp4] The science of laughter,"And, because other apes make laughter-like sounds during rough-and-tumble play, they think laughter may have originally developed to clearly signal friendly, non-aggressive intent. But of course, humans don’t just laugh when we’re wrestling, but also when we’re amused, and even surprised, confused, or nervous.","Và vì những loài vượn khác tạo ra âm thanh giống tiếng cười trong lúc chơi vật lộn, những nhà khoa học nghĩ rằng có thể ban đầu tiếng cười được phát ra để báo hiệu tín hiệu thân thiện một cách rõ ràng, không gây hấn. Nhưng dĩ nhiên, con người không chỉ cười khi chơi đấu vật, mà còn cả khi thích thú, và thậm chí là ngạc nhiên, bối rối hoặc lo lắng.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,Some scientists think laughter took onexpanded functions after humans split from other great apes and developed large social groups and more complex language abilities. They hypothesize that laughter gradually became something we could use not just during play but within speech to conveysubtle meanings and a range of contexts to show our emotions. This is thought to be one of the reasons that laughter is contagious: it’s like an invitation to share in someone’s emotional state.,"Một số nhà khoa học cho rằng tiếng cười đã đảm nhận các chức năng mở rộng sau khi loài người tách khỏi các loài vượn lớn khác, và phát triển các nhóm xã hội lớn với khả năng ngôn ngữ phức tạp hơn. Họ đưa ra giả thuyết rằng tiếng cười dần trở thành thứ mà chúng ta có thể sử dụng không chỉ trong lúc chơi đùa mà còn trong lời nói để truyền tải những ý nghĩa tinh tế và một loạt các ngữ cảnh để thể hiện cảm xúc của chúng ta. Đây được cho là một trong những lý do khiến cho tiếng cười dễ lây lan: nó giống như một lời mời gọi chia sẻ trạng thái cảm xúc của ai đó.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,"Just hearing clips of laughter can activate key regions in your brain, triggering you to smile or laugh yourself. And, when participants in one study watched a funny video, they laughed significantly longer and more often when another person was present – even though they reported feeling the same level of amusement.","Chỉ cần nghe những đoạn clip cười cũng có thể kích hoạt các vùng trọng yếu trong não của bạn, kích thích bạn mỉm cười hoặc tự cười. Và trong một nghiên cứu, khi những người tham gia xem một video hài hước, họ cười lâu hơn một cách đáng kể và thường xuyên hơn khi có một người khác hiện diện – ngay cả khi họ cảm thấy vui vẻ ở mức độ tương tự.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,"Human laughter is also generally louder than the play vocalizations of most animals. Some scientists speculate that this is because our laughter functions not only as a signal between individuals, but a broadcast to everyone around. Studies found that observers across the world and as young as 5 months old could reliably tell the difference between close friends and acquaintances just from brief clips of them laughing.","Tiếng cười của con người nhìn chung cũng to hơn âm thanh nô đùa của hầu hết các loài động vật. Một số nhà khoa học suy đoán rằng việc này là do tiếng cười của chúng ta không chỉ có chức năng của một tín hiệu giữa các cá nhân, mà còn truyền tới mọi người xung quanh. Nghiên cứu phát hiện ra rằng những người quan sát trên khắp thế giới và cả trẻ 5 tháng tuổi đều có thể phân biệt một cách chắc chắn sự khác biệt giữa bạn bè gần gũi và người quen chỉ từ những đoạn clip ngắn ghi lại tiếng cười của họ.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,"Similarly, we can tell whether a laugh is real or fake based just on the sound. Fake, or volitional, laughter is produced in entirely different networks in the brain, relying on speech-like pathways. Meanwhile, spontaneous laughter arises from older networks that other animals also use for their vocalizations.","Tương tự, chúng ta có thể biết một tiếng cười là thật hay giả chỉ dựa trên âm thanh. Tiếng cười giả tạo hay, hay còn gọi là cố ý, được tạo ra tại các mạng lưới hoàn toàn khác nhau trong não bộ, dựa vào đường dẫn giống lời nói. Trong khi đó, tiếng cười ngẫu hứngphát sinh từ các mạng lưới cũ hơn mà các động vật khác cũng sử dụng để phát ra âm thanh.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,"And laughter is not just socially important; it’s also thought to be good for us. When we laugh, our brains release feel-good neurotransmitters like endorphins, and decrease levels of stress hormones like cortisol. Some research even suggests that people who laugh more can cope with stress more effectively and have better cardiovascular health.","Và tiếng cười không chỉ quan trọng về mặt xã hội; nó còn được cho là có lợi cho sức khỏe của chúng ta. Khi chúng ta cười, não của chúng ta giải phóng các chất dẫn truyền thần kinh giúp ta cảm thấy tốt như endorphin, và giảm bớt lượng hormone căng thẳng như cortisol. Một số nghiên cứu thậm chí còn chỉ ra rằng những người cười nhiều hơn có thể đối mặt với căng thẳng hiệu quả hơn và có sức khỏe tim mạch tốt hơn.",https://readtoolead.com/mp4-the-science-of-laughter
[Mp4] The science of laughter,"Laughter is a universal human behavior. Babies can laugh before they can speak. Whether it’s the best medicine depends on your ailment. But as something that makes life more tolerable, strengthens bonds, and potentially improves aspects of your health, you can’t go wrong with a good laugh, unless you have a broken rib or something. Then it’s no laughing matter. Certainly nothing to crack up about.","Cười là một hành vi phổ biến ở loài người. Em bé có thể cười trước khi chúng có thể nói. Liệu đó có phải là liều thuốc tốt nhất hay không còn phụ thuộc vào cănbệnh của bạn. Nhưng như một thứ giúp cho cuộc sống dễ chịu hơn, củng cố các mối quan hệ và có khả năng cải thiện các khía cạnh của sức khỏe, bạn không bao giờ sai khi có một tiếng cười vui vẻ, trừ khi bạn bị gãy xương sườn hay gì đó. Lúc ấy thì không phải là chuyện cười. Chẳng có gì đáng cười ở đây cả.",https://readtoolead.com/mp4-the-science-of-laughter
"With seven floors in 12 days, China builds hotel in record time","Instead of on-site procedures, 80 percent of the construction was completed in a factory.","Thay vì các hoạt động tại công trường, 80% công trình được hoàn thành tại một nhà máy.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","China is well known for its speedy construction processes. From building a 1,000-bed, 25,000-square-meter hospital in nine days in light of the COVID-19 outbreak in 2020 to putting together livable spaces in just one day, the Asian nation is the place to be for fast construction.","Trung Quốc nổi tiếng với quá trình xây dựng thần tốc. Từ việc xây dựng một bệnh viện rộng 1.000 giường, rộng 25.000 mét vuông trong 9 ngày sau khi COVID-19 bùng phát vào năm 2020 đến việc tạo dựng các không gian đáng sống chỉ trong một ngày, quốc gia châu Á này là nơi dành cho xây dựng nhanh chóng.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","And it’s not stopping anytime soon. Now, a seven-story hotel in the city of Zhuhai in China has been put together in just 12 days.","Và họ sẽ không sớm dừng lại. Giờ đây, một khách sạn bảy tầng ở thành phố Chu Hải, Trung Quốc đã được lắp ráp chỉ sau 12 ngày.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","The construction company behind the project is China State Construction, which was exploring its maximal information coefficient (MIC) technology to see how quickly, and safely, it could erect a building.","Công ty xây dựng đứng sau dự án này là China State Construction, hãng đang khám phá công nghệ hệ số thông tin tối đa (MIC) để xem họ có thể lắp dựng một tòa nhà nhanh chóng và an toàn đến mức nào.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","So how exactly do you put together a full-blown, functional hotel in less than two weeks?",Vậy chính xác thì làm thế nào để bạn có thể xây dựng một khách sạn hoàn thiện và có thể vận hành trong vòng chưa đầy hai tuần?,https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","You build most of it in a factory, that’s how. But in a little more depth explaining its method, the construction company stated about 80 percent of the on-site procedures in the traditional construction process were actually moved to its automated intelligent factory. This way, construction accuracy and quality were improved, and on-site labor and danger were minimized.","Bạn xây dựng phần lớn khách sạn đó trong một nhà máy, đó là phương pháp. Nhưng giải thích sâu hơn một chút về phương pháp của mình, công ty xây dựng cho biết khoảng 80% các bước tại công trường trong quy trình xây dựng truyền thống đã thực sự được chuyển đến nhà máy thông minh tự động của họ. Bằng cách này, độ chính xác và chất lượng xây dựng đã được cải thiện, đồng thời giảm thiểu nhân công tại công trường và mức độ nguy hiểm.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","The parts of the model building were made in a standardized design, in the automated factory, with integrated decoration.","Các bộ phận của tòa nhà mô hình được thực hiện theo thiết kế tiêu chuẩn, trong nhà máy tự động, với các phần trang trí được tích hợp",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","And as can be seen in the YouTube video below, once on the construction site, the parts and components of the building were put together by workers who simply had to piece them together in a process that very much resembles the assembly of an Ikea wardrobe.","Và như có thể thấy trong video YouTube dưới đây, tại công trường xây dựng, các bộ phận và thành phần của tòa nhà đã được các công nhân ghép lại với nhau theo một quy trình rất giống với việc lắp ráp một chiếc tủ quần áo Ikea.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","But in a much more advanced method of construction than the beloved Swedish furniture company’s system, China State Construction added digital management to its set-up. This way, the information of each component could be consulted at any point, and if any faults were found they could quickly and easily be traced back to their origin, and the fault could be fixed swiftly.","Nhưng trong một phương pháp xây dựng tiên tiến hơn nhiều so với hệ thống của công ty đồ nội thất Thụy Điển, China State Construction đã bổ sung quản lý kỹ thuật số vào thiết lập của mình. Bằng cách này, thông tin của từng thành phần có thể được tham khảo tại bất kỳ thời điểm nào và nếu phát hiện thấy bất kỳ lỗi nào, chúng có thể nhanh chóng và dễ dàng được truy xuất nguồn gốc và lỗi có thể được khắc phục nhanh chóng.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","Not only is the entire system more efficient time- and quality-wise, but it also reduces material waste, construction waste, and energy consumption by 25 percent, 70 percent, and 55 percent respectively, said the company.","Công ty cho biết toàn bộ hệ thống không chỉ hiệu quả hơn về mặt thời gian và chất lượng mà còn giảm thiểu chất thải vật liệu, chất thải xây dựng và tiêu thụ năng lượng lần lượt là 25%, 70% và 55%.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","And when you take into account that most of the construction happens indoors at the factory, plus the actual on-site construction time being vastly reduced, noise pollution is also at a minimum.","Và khi bạn cân nhắc đến thực tế rằng hầu hết việc xây dựng diễn ra trong nhà máy, cộng với việc thời gian xây dựng thực tế tại công trường được giảm đáng kể, ô nhiễm tiếng ồn cũng ở mức tối thiểu.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","Finally, given the standardized construction method used here, and the disassembly methods of the building, the components can easily be used again. The company even states that the secondary utilization rate of the parts is as high as 90 percent.","Cuối cùng, với phương pháp xây dựng tiêu chuẩn được sử dụng ở đây, và các phương pháp tháo rời của tòa nhà, các cấu kiện có thể dễ dàng được sử dụng lại. Công ty này thậm chí còn tuyên bố rằng tỷ lệ sử dụng thứ cấp của các bộ phận cao tới 90%.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
"With seven floors in 12 days, China builds hotel in record time","So not only can you have a building, and in this case a hotel, built in record time, it appears that the entire system is a win on all fronts — if you’re looking for a standardized look.","Vì vậy, bạn không chỉ có thể có một tòa nhà, và trong trường hợp này là một khách sạn, được xây dựng trong thời gian kỷ lục, có vẻ như toàn bộ hệ thống là một chiến thắng trên mọi mặt – nếu bạn đang tìm kiếm một cái nhìn chuẩn hóa.",https://readtoolead.com/with-seven-floors-in-12-days-china-builds-hotel-in-record-time
Why aren’t planes allowed to fly over Messi’s house,"The Argentine footballace lives in a remarkably tranquil area of Barcelona, partly due to the fact planes aren’t allowed to fly over it.","Siêu sao bóng đá người Argentina sống trong một khu vực cực kỳ yên tĩnh của Barcelona, một phần do các máy bay thực sự không được phép bay qua.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"In a recent press conference, the president of Vueling revealed the secret behind one of the curiosities surrounding Lionel Messi’s house in Gavà.","Trong một cuộc họp báo gần đây, chủ tịch của Vueling đã tiết lộ bí mật đằng sau một trong những điều gây tò mò xung quanh ngôi nhà của Lionel Messi ở Gavà.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"When asked about the possibilities of widening the runways of El Prat airport, he said the ban on flying in the zone where the Argentine lives restricts their options.","Khi được hỏi về khả năng mở rộng đường băng của sân bay El Prat, ông nói rằng lệnh cấm bay trong khu vực nơi người Argentina sống hạn chế lựa chọn của họ.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"“You can’t fly over where Messi lives, it’s the only place in the world where it’s like this,” Javier Sánchez-Prieto explained.","“Bạn không thể bay qua khu vực Messi ở, đó là nơi duy nhất trên thế giới [có quy định] như vậy”, Javier Sánchez-Prieto giải thích.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"Nevertheless, this has nothing to do with Messi’s presence there. Plain and simply, this area of Gavà has environmental laws that don’t allow flight paths to pass through the air space.","Tuy nhiên, điều này không liên quan gì đến sự hiện diện của Messi ở đó. Đơn giản vậy thôi, khu vực này của Gavà có luật môi trường không cho phép các đường bay đi qua.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"The sound generated by the airplanes disturbswildlife and means they have to take a detour via the sea – the planes therefore avoid this area of Gavà. This unfortunately also limits the use of the third runway at El Prat, an issue that has caused much debate.","Âm thanh do máy bay tạo ra làm xáo trộn [đời sống của] động vật hoang dã và có nghĩa là [các máy bay] phải đi đường vòng qua biển – do đó, các máy bay tránh khu vực này của Gavà. Thật không may, điều này cũng hạn chế việc sử dụng đường băng thứ ba tại [sân bay] El Prat, một vấn đề đã gây ra nhiều tranh luận.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,"At the moment, this runway is only used for take-off, since landings create a greater sound disturbance for inhabitants of Gavà Mar, Viladecans and Castelldefels beaches, and the surrounding urban areas.","Hiện tại, đường băng này chỉ được sử dụng để cất cánh, vì việc hạ cánh tạo ra sự xáo trộn âm thanh lớn hơn cho cư dân của các bãi biển Gavà Mar, Viladecans và Castelldefels và các khu vực đô thị xung quanh.",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Why aren’t planes allowed to fly over Messi’s house,Source: https://www.besoccer.com/new/why-aren-t-planes-allowed-to-fly-over-messi-s-house-387470,"ace /eɪs/ (n): một người xuất sắc trong lĩnh vực gì đó
tranquil /ˈtræŋ.kwɪl/ [C1] (adj): yên bình
reveal /rɪˈviːl/ [B2] (v): tiết lộ
curiosity /ˌkjʊə.riˈɒs.ə.ti/ [B2] (n): sự tò mò
runway /ˈrʌn.weɪ/ [C1] (n): đường băng
nonetheless /ˌnʌn.ðəˈles/ [C1] (adv): tuy nhiên
plain and simple (expression): đơn giản vậy thôi
disturb /dɪˈstɜːb/ [B2] (v): làm xáo trộn
wildlife /ˈwaɪld.laɪf/ [B1] (n): động vật hoang dã
detour /ˈdiː.tɔːr/ (n): đường vòng
debate /dɪˈbeɪt/ [B2] (n): tranh luận",https://readtoolead.com/why-arent-planes-allowed-to-fly-over-messis-house
Skipping school for cheap flights? You could be fined in germany.,"BERLIN – While airport security officials around the world check for weapons and identification before letting passengers board a plane, the police in Germany are checking for school-age children – and reporting families who take their youngsters on vacation without a teacher’s authorization.","BERLIN – Trong khi nhân viên an ninh sân bay trên toàn thế giới kiểm tra vũ khí và nhận dạng trước khi cho phép hành khách lên máy bay, cảnh sát ở Đức lại tìm trẻ em ở tuổi đi học – và báo cáo về việc các gia đình đưa trẻ em đi nghỉ hè mà không có sự cho phép của giáo viên.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"Before school ended on Friday for the two-week spring vacation in Bavaria, officers caught 21 families allowing their children to play hooky, the police confirmed on Wednesday.","Trước khi trường học đóng cửa vào thứ Sáu cho kỳ nghỉ mùa xuân kéo dài hai tuần ở Bavaria, các nhân viên đã bắt được 21 gia đình cho phép con cái của họ trốn học, cảnh sát đã xác nhận hôm thứ Tư.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"Offending parents were reported to the school and to the local authorities. In Bavaria, that could mean a fine as high as 1,000 euros, or about $1,200.","Các cặp cha mẹ vi phạm đã được báo cáo cho nhà trường và chính quyền địa phương. Ở Bavaria, điều đó có thể có nghĩa là phạt tiền lên đến 1.000 euro, hoặc khoảng 1.200 đô la.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"“Before the start and after the end of vacation, we see a big increase in children excused as being sick – in some cases, the rate can be double or triple the normal amount,” Heinz-Peter Meidinger, the head of a German teachers’ association, said in an interview.","“Trước khi bắt đầu và sau khi kết thúc kỳ nghỉ, chúng tôi nhận thấy sự gia tăng lớn về số lượng trẻ em kêu bị ốm – trong một số trường hợp, tỷ lệ này có thể gấp đôi hoặc gấp ba lần số bình thường”, Heinz-Peter Meidinger, người đứng đầu một hiệp hội giáo viên ở Đức, cho biết trong một cuộc phỏng vấn.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"With more German families routinely flying abroad during school vacations, the temptation to buy cheaper flights has clashed with official rules on when to give children time off.","Với việc nhiều gia đình người Đức thường xuyên bay ra nước ngoài trong thời gian nghỉ học, sự cám dỗ của việc mua được các chuyến bay rẻ hơn đã [khiến các cặp cha mẹ] vướng vào các quy định chính thức về thời điểm cho trẻ em nghỉ học.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"“It is really a wealth phenomenon,” said Mr. Meidinger, noting that truancy around vacation time has been increasing in the last two decades.","“Đây thực sự là một hiện tượng của sự giàu có,” ông Meidinger nói, lưu ý rằng việc trốn học trong khoảng thời gian nghỉ lễ đã tăng lên trong hai thập kỷ qua.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"Even before the advent of inexpensive flights abroad, Germany’s autobahns would quickly fill to capacity on the first days of official breaks, causing lengthy traffic jams and making regular travel almost impossible. Partly to mitigate such chaos on the roads, school holidays in Germany are staggered from state to state.","Ngay cả trước sự ra đời của các chuyến bay quốc tế giá rẻ, các xa lộ của Đức đã nhanh chóng bị lấp đầy công suất vào những ngày đầu của kỳ nghỉ chính thức, gây ùn tắc giao thông kéo dài và việc đi lại thường xuyên là gần như không thể. Để giảm thiểu phần nào sự hỗn loạn trên các con đường, ngày nghỉ học ở Đức [được bố trí] so le giữa các bang.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"A national law obliging school-age children to be in class during regular school hours was first passed in 1919. Exceptions, such as for illnesses or special occasions, need to be excused with a doctor’s note or a letter from parents, and they require approval from the school.","Luật pháp quốc gia bắt buộc trẻ em đến tuổi đi học phải ngồi trong lớp trong giờ học hàng ngày lần đầu tiên được thông qua vào năm 1919. Các trường học ngoại lệ, chẳng hạn như ốm đau hoặc những dịp đặc biệt, cần phải được xin phép với lưu ý của bác sĩ hoặc thư của cha mẹ và họ cần nhận được sự chấp thuận từ trường học.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"“When it comes to family reunions and the like, school administrations can be very accommodating, but not when it’s just about saving money on flights and hotels,” Mr. Meidinger said.","“Đối với các cuộc đoàn tụ gia đình và những trường hợp tương tự, ban giám hiệu nhà trường có thể rất sẵn sàng giúp đỡ, nhưng chúng tôi không đông ý với việc đó chỉ để họ tiết kiệm tiền cho các chuyến bay và khách sạn,” ông Meidinger nói.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"High demand means that flights and hotels can become much more expensive during vacation periods. Sometimes, booking just one day earlier can save hundreds of dollars, experts say.","Nhu cầu cao đông nghĩa với việc các chuyến bay và khách sạn có thể trở nên đắt hơn nhiều trong các kỳ nghỉ. Đôi khi, việc đặt phòng chỉ một ngày trước đó có thể tiết kiệm hàng trăm đô la, các chuyên gia nói.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"Although the police action was fairly limited, the news prompted intense online discussion between parents questioning the value of the last few days of school before a break and those who said they did not believe that children should be taken out of class just to save money on travel. An online version of an article in the daily Die Welt prompted more than 900 replies.","Mặc dù hành động của cảnh sát là khá hạn chế, tin này đã dẫn đến cuộc thảo luận trực tuyến gay gắt giữa các cặp cha mẹ đặt câu hỏi về giá trị của vài ngày cuối ở trường trước kỳ nghỉ và những người không tin rằng trẻ em nên được cho nghỉ học chỉ để tiết kiệm tiền du lịch. Một phiên bản trực tuyến của một bài báo trong tờ nhật báo Die Welt đã nhận được 900 phản hồi.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"One commenter, who used the name Der Herr, wrote: “Typical German: to take a good regulation that is meant to ensure that nobody stays uneducated and make it into a regulation that complicates the end of the school year for children and parents, who are just trying to recuperatefrom it.”","Một người bình luận, sử dụng cái tên Der Herr, đã viết: “Một điển hình của nước Đức: đưa ra một quy định tốt để đảm bảo rằng không ai không được giáo dục và biến nó thành một quy định gây khó khăn cho trẻ em và cha mẹ vào cuối năm học, trong khi học chỉ đang cố gắng thoát khỏi nó.”",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,The police in Bavaria described the action as just part of the routine duties that officers carry out at airports.,Cảnh sát ở Bavaria mô tả hành động này chỉ là một phần của nhiệm vụ thường lệ mà các sĩ quan thực hiện tại các sân bay.,https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"“It’s just as if we pulled over a car with a school-age child, we might well ask why they are not in school,” said Florian Wallner, a spokesman for the police in Allgäu, which has a small airport where 10 families received official notices.","“Giống như khi chúng tôi dừng 1 chiếc xe với 1 cậu bé ở tuổi đi học trong đó, chúng tôi có thể hỏi tại sao cậu ta/cô ta không đi học,” Florian Wallner, phát ngôn viên cảnh sát ở Allgäu, nơi có một sân bay nhỏ mà 10 gia đình nhận được thông báo chính thức.",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,"“I don’t think it’s exaggerated,” Mr. Meidinger said about the police action. “It’s not like they were forced to cancel their flights.”","“Tôi không nghĩ điều đó có gì đáng để phóng đại,” ông Meidinger nói về hành động của cảnh sát. “Điều đó không có nghĩa rằng các bậc cha mẹ và trẻ em buộc phải hủy chuyến bay của họ.”",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Skipping school for cheap flights? You could be fined in germany.,Source: https://www.nytimes.com/2018/05/23/world/europe/germany-school-vacations.html,"authorization (n): sự cho phép, sự ủy quyền
play hooky (v – informal): trốn học
routinely (adv): thường xuyên
temptation [B2] (n): sự cám dỗ
clash with [C2] (v): va chạm với
phenomenon [C1] (n): hiện tượng
truancy (n): việc trốn học
advent (n): sự ra đời
autobahns (n): xa lộ
mitigate (v): giảm thiểu
chaos (n): sự hỗn loạn
staggered (adj): được bố trí so le
oblige sb to do sth (v): bắt buộc ai làm gì
When it comes tosth (adv): đối với
accommodating (adj): sẵn sàng giúp đỡ
fairly (adj): khá
intense [C2] (adj): gay gắt
complicate [C1[ (v): gây khó khăn, làm phức tạp
recuperatefrom (v): phục hồi từ cái gì
exaggerate [C1] (v): phóng đại",https://readtoolead.com/skipping-school-for-cheap-flights-you-could-be-fined-in-germany
Why are many young people hesitant to take up jobs,"For nearly a year, Thai Trinh has stopped applying for jobs because the positions she wanted were not available, and those that were offered low salaries.","Gần một năm nay, Thái Trinh đã ngừng nộp đơn xin việc vì các vị trí cô mong muốn không có sẵn, còn những công việc có sẵn lại có mức lương thấp.",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
Why are many young people hesitant to take up jobs,"The 27-year-old used to work for a media company in Hanoi, but two years ago she lost her job in a round of layoffs. Initially, after losing her job, she sent out two or three applications daily, but most companies either did not respond or rejected her. “I treated submitting applications like a full-time job. In the morning, I would search for jobs on websites, and in the afternoon, I would send resumes or attend interviews, but I could not find anything suitable,” she says.","Cô gái 27 tuổi từng làm việc cho một công ty truyền thông tại Hà Nội, nhưng hai năm trước cô bị mất việc trong một đợt sa thải. Ban đầu, sau khi mất việc, cô gửi hai đến ba đơn xin việc mỗi ngày, nhưng hầu hết các công ty đều không phản hồi hoặc từ chối cô. “Tôi coi việc nộp đơn xin việc như một công việc toàn thời gian. Buổi sáng tôi tìm việc trên các trang web, buổi chiều thì gửi hồ sơ hoặc đi phỏng vấn, nhưng tôi không thể tìm được công việc phù hợp,” cô chia sẻ.",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
Why are many young people hesitant to take up jobs,"She did work at a few jobs, but quit in just a few days because she disagreed with her superiors’ methods, found her colleagues unfriendly or the pay low. Now she no longer plans to look for work, seeing herself as a failure after receiving repeated rejection emails.","Cô đã làm một số công việc, nhưng nghỉ chỉ sau vài ngày vì không đồng ý với phương pháp làm việc của cấp trên, cảm thấy đồng nghiệp không thân thiện hoặc mức lương quá thấp. Hiện tại, cô không còn có ý định tìm việc nữa, cảm thấy mình thất bại sau khi liên tục nhận được email từ chối.",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
Why are many young people hesitant to take up jobs,"Day after day she locks herself at home, relying on her savings and some support from her parents to cover her expenses. Her parents encourage her to take a temporary job, but she refuses, believing that she will quit soon if she cannot get a job she likes.","Ngày qua ngày, cô nhốt mình trong nhà, sống dựa vào số tiền tiết kiệm và một phần trợ giúp từ cha mẹ để trang trải chi phí. Cha mẹ cô khuyến khích cô nhận một công việc tạm thời, nhưng cô từ chối vì tin rằng mình sẽ nhanh chóng nghỉ việc nếu không tìm được một công việc đúng ý.",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
Why are many young people hesitant to take up jobs,"Cong Khang, 29, also faces challenges in the job market after returning from South Korea with a master’s degree in linguistics. He thought he would get a job with a salary of at least US$1,000, but when he applied to schools and language centers in Hai Phong, he was shocked to be offered only VND7-8 million (US$280-320).","Công Khang, 29 tuổi, cũng đối mặt với nhiều khó khăn trong thị trường lao động sau khi trở về từ Hàn Quốc với tấm bằng thạc sĩ ngôn ngữ học. Anh nghĩ rằng mình sẽ tìm được công việc với mức lương ít nhất 1.000 USD, nhưng khi nộp đơn vào các trường học và trung tâm ngoại ngữ ở Hải Phòng, anh sốc khi chỉ được đề nghị mức lương 7-8 triệu đồng (280-320 USD).",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
Why are many young people hesitant to take up jobs,"Moving to Hanoi increased his income slightly, but rent and living expenses consumed two-thirds of his earnings. Considering the VND1 billion his parents had spent on his education, he says he needs to live frugally for at least 10-15 years to break even.","Chuyển lên Hà Nội giúp thu nhập của anh tăng nhẹ, nhưng tiền thuê nhà và chi phí sinh hoạt chiếm hai phần ba thu nhập. So với 1 tỷ đồng mà cha mẹ anh đã chi cho việc học, anh cho rằng mình sẽ phải sống tằn tiện trong ít nhất 10-15 năm để bù lại khoản đầu tư này.",https://readtoolead.com/why-are-many-young-people-hesitant-to-take-up-jobs
